feature 0,feature 1,feature 2,feature 3,feature 4,feature 5,feature 6,feature 7,feature 8,feature 9,feature 10,feature 11,feature 12,feature 13,feature 14,feature 15,feature 16,feature 17,feature 18,feature 19,feature 20,feature 21,feature 22,feature 23,feature 24,feature 25,feature 26,feature 27,feature 28,feature 29,feature 30,feature 31,feature 32,feature 33,feature 34,feature 35,feature 36,feature 37,feature 38,feature 39,feature 40,feature 41,feature 42,feature 43,feature 44,feature 45,feature 46,feature 47,feature 48,y
2172.0,9032.757587471458,9153.982658227342,9411.74076345624,9421.991602179764,9542.141932814626,9424.026535495545,9379.435015642113,9346.783182189001,9271.466281428598,9146.069370987872,9201.837727773163,9145.32103860672,8813.7539207189,8776.202675538805,8608.91743298095,7979.80276001094,7051.658981858261,0.0,15180.908203125,15245.5078125,15374.70703125,15374.70703125,15482.373046875,15460.83984375,15482.373046875,15223.974609375,15159.375,15202.44140625,15223.974609375,15051.708984375,14987.109375,14987.109375,15137.841796875,15137.841796875,15331.640625,0.0,-443.1713124318954,-73.49564821260805,-60.85408042679506,1.6324579327254365,-9.983628983927208,-14.728497305060008,-28.406990978136623,0.40820004314275493,-16.88853198683137,-13.078087205723165,-12.024435850992452,-7.139327719916543,hihat
2137.0,9180.331746558946,9059.59113040327,8689.350585400707,8224.459769281597,8018.018098526278,7780.1583580062825,7441.297476320804,7325.710058137004,7667.712354370626,7555.122481629809,7768.13391438221,8106.863091061885,7887.157154107571,7689.879506910508,7714.306387622268,7724.42960465201,7745.975220372769,7660.458077566186,13888.916015625,13867.3828125,13824.31640625,13695.1171875,13587.451171875,13393.65234375,13350.5859375,13264.453125,13652.05078125,13372.119140625,13415.185546875,13802.783203125,13802.783203125,13824.31640625,13824.31640625,13802.783203125,13716.650390625,13522.8515625,-206.0129852294922,-80.2243881225586,-101.64596557617188,-19.59197998046875,-16.01439666748047,-14.472902297973633,-48.929107666015625,-2.4471492767333984,-19.444202423095703,-16.252830505371094,-28.998924255371094,-14.516409873962402,hihat
880.0,4334.941805737116,4512.196680916925,4433.952174397799,4107.529309235016,3868.6160988615607,3663.944372961743,3732.914519941929,3741.9338362422322,3970.6341311150363,3838.816207985246,3608.526990772506,3412.315196551779,3511.679166821539,3772.722117117687,4192.532223111278,3835.5057787987153,4063.515898291515,5375.001716758964,9173.14453125,9130.078125,8484.08203125,7924.21875,7751.953125,7364.35546875,7342.822265625,7385.888671875,7665.8203125,7558.154296875,7170.556640625,7019.82421875,7084.423828125,7428.955078125,7751.953125,6933.69140625,7751.953125,11175.732421875,-496.6693585313044,45.610643416948946,-15.214630498428505,21.640628261113793,-3.0483183829145557,6.192764000183924,-4.378908777281797,0.45547548304240515,-0.4617380440607014,3.329252690998703,4.886498368837157,1.967117844305279,hihat
1628.0,3317.3577229973353,3828.6212201363237,4198.7370653818125,4500.231840520573,4483.415415891968,4404.682637655049,4354.196286592306,4345.715992542179,4238.605806794186,4388.40636653938,4369.945092345716,4189.906756528956,4074.3627660479356,4033.3530486617847,4017.142565506155,3904.0958643141466,3875.2464125008332,3997.6333731283935,4931.103515625,5943.1640625,6653.759765625,7084.423828125,6998.291015625,6632.2265625,6481.494140625,6287.6953125,6029.296875,6223.095703125,6180.029296875,6158.49609375,6115.4296875,5878.564453125,5857.03125,5663.232421875,5663.232421875,5900.09765625,-329.80035400390625,80.76764678955078,-124.77786254882812,50.83588790893555,-12.608844757080078,-15.439229011535645,-3.998046398162842,-23.168743133544922,-16.604660034179688,-19.628849029541016,-17.660226821899414,-2.192204713821411,hihat
2024.0,0.0,6648.940221055523,6687.843668808363,6748.312191014145,6793.403066777033,6854.744955935077,6855.6038386537475,6565.621282858543,6213.508930377549,5607.684253493414,5252.364838996759,5081.670119673162,4930.92462060567,4938.624976163458,4744.669697710205,4570.707486427972,4501.832723228252,4775.106407260077,0.0,9797.607421875,9862.20703125,9668.408203125,9668.408203125,9711.474609375,9754.541015625,9603.80859375,9410.009765625,8484.08203125,7795.01953125,7493.5546875,7321.2890625,7299.755859375,7084.423828125,6998.291015625,7084.423828125,7342.822265625,-379.61224365234375,60.44557571411133,-96.51002502441406,88.2752685546875,-48.487464904785156,18.366960525512695,-11.506585121154785,-15.637203216552734,-2.0083701610565186,-22.091196060180664,5.641042232513428,-22.175281524658203,hihat
1998.0,5674.4217244828415,5639.964211052135,5690.97734301764,5680.776170722617,5521.704198052512,5494.782633735082,5553.7051443811615,5504.96421181048,5570.5815313657085,5569.733801810827,5717.458850115032,5860.009147192381,8019.896483673776,8946.88537804826,8418.832804337544,8350.31404841349,9084.514077899072,0.0,7838.0859375,7730.419921875,7687.353515625,7601.220703125,7385.888671875,7084.423828125,7127.490234375,7084.423828125,7084.423828125,7278.22265625,7601.220703125,7687.353515625,14577.978515625,16989.697265625,16214.501953125,16149.90234375,17011.23046875,0.0,-553.1022338867188,-20.376598358154297,-70.46910095214844,49.36642074584961,-19.276283264160156,-3.1253318786621094,-1.6821479797363281,3.1040737628936768,0.5262167453765869,-3.327471971511841,1.763519525527954,2.5702226161956787,hihat
2645.0,10724.448305670187,10675.960558880954,9975.910922798927,9138.507716880345,8586.519717330902,8442.23765848694,8359.634404936443,7988.467955720702,7163.380501359744,6497.422309180305,6196.711375320372,6317.709536025056,6304.761636541946,6389.195950261877,6319.83237160221,6450.485418880538,6616.4015565782565,6656.8997181260875,14254.98046875,14577.978515625,14556.4453125,14018.115234375,13695.1171875,13845.849609375,13781.25,13329.052734375,11714.0625,10228.271484375,9560.7421875,9905.2734375,9733.0078125,10034.47265625,10034.47265625,10206.73828125,10594.3359375,10852.734375,-295.5036315917969,-77.46951293945312,-107.16476440429688,-13.270587921142578,-64.48292541503906,-34.36885070800781,-43.82004165649414,-12.12557601928711,-23.471641540527344,-8.870018005371094,-7.143335819244385,0.9320709705352783,hihat
3954.0,10218.263258025603,10206.079873397322,10290.945924959218,10487.477954321092,10815.880675142957,10991.349317067858,11329.42592773914,11611.777989118576,11499.769219326607,11330.137870815446,11236.593745295639,11438.975795288856,11347.120235249155,11113.868685801492,11024.171917908574,11011.369547382681,10956.97675799446,10746.968971236083,14168.84765625,14254.98046875,14513.37890625,14814.84375,15159.375,15525.439453125,15783.837890625,16279.1015625,16192.96875,15999.169921875,15977.63671875,16257.568359375,16279.1015625,16171.435546875,16020.703125,16063.76953125,16171.435546875,16085.302734375,-645.3878173828125,-105.33614349365234,3.243433952331543,33.435791015625,-25.547880172729492,10.744179725646973,-3.1491189002990723,1.4856202602386475,-5.92125940322876,7.457468509674072,-10.22549057006836,6.213379859924316,hihat
1766.0,8594.486668203699,8779.634437845709,8871.514260987466,8905.685099895825,8910.242908941877,8948.468880340317,8964.61820007243,8865.271495905969,8788.819550985072,8564.580750346226,8288.567092239322,7953.326067272373,0.0,0.0,0.0,0.0,0.0,0.0,11649.462890625,11800.1953125,11950.927734375,12144.7265625,12230.859375,12230.859375,12187.79296875,12058.59375,12037.060546875,11950.927734375,11907.861328125,11843.26171875,0.0,0.0,0.0,0.0,0.0,0.0,-629.0862233050224,-31.614381082064238,-24.373344633359448,62.91991158725356,-40.612076497006306,40.27508622915488,-19.68636550942071,17.662420992701225,-8.9430634217189,13.676002269138936,-11.091903526145892,6.037961810604177,hihat
934.0,6950.178824256148,7431.157009491584,7937.672801722396,8142.554003249067,8169.743019423717,8162.631144615654,8768.253845603344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11843.26171875,12015.52734375,12338.525390625,12316.9921875,12618.45703125,12876.85546875,13544.384765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-718.3148660199053,9.281241434758995,-26.793128430391253,20.891550705377288,-22.579854600381275,17.473001710948196,-20.03116602071418,9.78939835350121,-11.44378392386747,6.6564853027892905,-8.547769567774873,2.9823378070664908,hihat
1128.0,7404.867341222058,7259.336594496463,7334.304424633909,7636.102026097608,7795.474844031877,7858.901954180896,7544.148673928921,7660.6441341887885,9404.952878937687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11670.99609375,11972.4609375,12510.791015625,12575.390625,12661.5234375,12855.322265625,12833.7890625,12919.921875,14621.044921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-698.1957215743608,19.846552150807522,-27.820044245793117,29.26879776986818,-29.7901276522784,18.771896053944893,-19.896537476338867,12.315770915771232,-9.851347926566572,11.872726824586007,-6.286571218769628,0.6321298094766173,hihat
1611.0,7325.968628617499,7259.019057060206,7410.265980848764,7819.0326037559535,8030.144961047388,8100.494444039721,7907.486387886307,7566.881603311947,7420.499919037309,7333.623763708625,7351.76758488314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11886.328125,11993.994140625,12015.52734375,12553.857421875,12962.98828125,13070.654296875,12919.921875,12790.72265625,12769.189453125,12812.255859375,12984.521484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-562.8006295101395,26.410713801579654,-39.88785738959729,42.70232955041775,-40.05209965954887,33.00835014520404,-20.58324337325777,23.127746361002202,-11.6734270725151,21.80217314236026,-7.702156765806829,8.197895763133017,hihat
935.0,7428.692507914166,7302.288258487901,6782.657283304303,6054.4452124241325,6381.76359422498,6396.730781123899,5603.177634852353,5241.353655047297,2996.42893071805,2713.343926891771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12015.52734375,11714.0625,11025.0,10852.734375,11627.9296875,11735.595703125,11111.1328125,12058.59375,8182.6171875,6955.224609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-805.1954522060792,34.44549854815709,-10.256982719155229,29.947558309313536,-10.38580909100591,17.399280421199183,-10.051976841958561,9.72939201584543,-5.7497728053052715,8.154699136171265,-5.83120791388901,-0.8352862080881711,hihat
927.0,7080.158423575796,7125.630664529797,7082.945074804933,6822.4106620447665,6033.67841585092,5215.624113136972,4900.161797219838,4661.56320411301,4745.010242697513,4579.9391114932205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10271.337890625,10228.271484375,10292.87109375,10206.73828125,9840.673828125,9603.80859375,9323.876953125,9043.9453125,9797.607421875,9431.54296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-694.3821209334297,29.95832247070404,-32.19158474834875,27.983606750705892,-32.27796505916138,16.30358644370706,-5.926582452486646,12.4679955022322,-5.837049309445014,9.087151879344999,-4.0423883247321974,3.665309052093078,hihat
1558.0,11481.942538497384,11490.47840838199,11462.939912672578,11405.510977434518,11126.981201932243,9990.767737824926,7836.9602159099595,5293.341541527426,3544.6666067519664,3170.0704641127063,3099.767418533418,2609.1065769283914,2213.556646547954,2347.928369452038,7933.643816903838,0.0,0.0,0.0,14384.1796875,14362.646484375,14362.646484375,14448.779296875,14341.11328125,14190.380859375,13953.515625,12790.72265625,10680.46875,9625.341796875,9194.677734375,7902.685546875,6223.095703125,6072.36328125,14922.509765625,0.0,0.0,0.0,-697.2456665039062,7.424239158630371,3.385234832763672,40.484413146972656,-17.823104858398438,36.77308654785156,-20.604230880737305,25.521974563598633,-12.561769485473633,17.365745544433594,-0.2060413360595703,11.375277519226074,hihat
1080.0,9733.757983774867,9636.724270225528,10081.971166254347,10799.476412974222,10691.317591351808,11868.27312352501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14384.1796875,14448.779296875,14750.244140625,15030.17578125,15525.439453125,15783.837890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-820.4066162109375,-21.69032096862793,-16.70879554748535,20.28098487854004,-8.326333045959473,10.268779754638672,-11.470648765563965,10.75008773803711,-8.573150634765625,7.534517288208008,-7.668098449707031,3.4981462955474854,hihat
2306.0,9257.055998571443,9601.405081429555,9805.589896528301,9869.484620907222,9530.964942993525,9126.008952673434,8854.590814012547,8651.469448950278,8238.477862020956,7141.460714570594,5158.681983277627,5259.35807724162,9117.900105782526,10063.631629596573,0.0,0.0,0.0,0.0,13006.0546875,13522.8515625,13587.451171875,13608.984375,13501.318359375,13092.1875,12812.255859375,12769.189453125,12575.390625,12123.193359375,11218.798828125,11800.1953125,14599.51171875,16817.431640625,0.0,0.0,0.0,0.0,-563.4690551757812,-8.688985824584961,-29.87799835205078,49.72148513793945,-46.70408630371094,41.008670806884766,-23.885324478149414,21.263315200805664,-17.619361877441406,22.68946647644043,-12.140252113342285,10.654559135437012,hihat
2806.0,6181.592597234991,6520.60931431244,6895.020061111836,6825.973093935191,6682.348220705867,6678.859565570407,6687.177231059859,6643.814344734852,6364.007428275732,6364.355703602624,6665.62609557227,7155.217927908425,7450.075678611251,7466.492028103708,7539.717053087909,7569.198742852643,7997.34095156641,8115.25245109354,10077.5390625,10099.072265625,10056.005859375,9948.33984375,9862.20703125,10034.47265625,10228.271484375,10185.205078125,9883.740234375,10357.470703125,11326.46484375,11929.39453125,12144.7265625,12295.458984375,12316.9921875,12338.525390625,13027.587890625,13673.583984375,-441.6079406738281,36.27882766723633,-87.15188598632812,50.926326751708984,-74.63497161865234,26.6684627532959,-58.09495544433594,7.913219928741455,-31.79413604736328,8.210267066955566,-22.010103225708008,2.019784927368164,hihat
2186.0,10414.688305386613,10624.04053425696,11006.097669844215,11308.311454249219,11520.847847200552,11758.510303170237,11900.38126684852,11982.39844079736,11829.09593829863,11756.774965807934,11534.293048318797,11292.558406340087,1298.1106873001568,1551.8439333455783,3250.95919894707,2695.171976079644,1647.6313094818825,2501.3783691041804,14771.77734375,15137.841796875,15805.37109375,16257.568359375,16408.30078125,16774.365234375,17011.23046875,17032.763671875,17011.23046875,17183.49609375,17032.763671875,17032.763671875,1507.32421875,2304.052734375,8311.81640625,6546.09375,2691.650390625,5921.630859375,-605.9744873046875,-109.6966552734375,-15.968037605285645,19.292755126953125,-6.334499359130859,13.546213150024414,3.3991003036499023,1.537659764289856,0.9019677639007568,7.504240036010742,-4.15898323059082,6.866841793060303,hihat
1106.0,4493.473461331361,4441.117057144453,4435.662596772654,4537.9001318493365,4514.16780133173,4363.170981376437,4995.066790421401,5622.123948554783,7432.505106049435,6689.30495614449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6675.29296875,6653.759765625,6739.892578125,6998.291015625,7170.556640625,7170.556640625,8656.34765625,9776.07421875,14104.248046875,11692.529296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-668.4606883730223,33.78128492854486,-41.87222283998935,25.203192056947998,-12.20545259646693,6.663176246613684,-6.606001712078472,5.713327205594798,-7.435420153276472,4.019329289743398,-0.5716213950598341,2.288981937871879,hihat
4008.0,11101.752566177674,11541.173118325274,11604.103163447526,11624.5037571611,11820.581501275361,11861.887856355233,11823.072289012709,11959.64240975651,11726.112325720922,11462.350633678328,11032.076987106902,10961.93152658247,10771.122483907207,10163.739828476395,9912.150948729884,9355.176871395312,8595.148265734577,7624.113431581274,17118.896484375,18130.95703125,18281.689453125,18174.0234375,18066.357421875,17786.42578125,17829.4921875,18238.623046875,18066.357421875,17743.359375,17592.626953125,17592.626953125,17398.828125,16838.96484375,16580.56640625,16408.30078125,15180.908203125,14534.912109375,-227.05055236816406,-27.17635726928711,4.908697128295898,-5.562429428100586,-32.23607635498047,-10.784688949584961,-18.637487411499023,-13.564318656921387,-16.53057289123535,-11.080032348632812,-10.339099884033203,-8.72146987915039,hihat
2282.0,9463.547523933028,8677.09872352645,8108.372069412393,8250.940957138493,9883.877592240997,10327.39540186802,10276.864833473515,10201.062902758324,10246.702493585793,10169.498503312407,10143.047911273316,10113.844405095057,10513.149965473087,10655.48333739741,0.0,0.0,0.0,0.0,15719.23828125,13695.1171875,12015.52734375,12704.58984375,16709.765625,17312.6953125,17226.5625,17205.029296875,17140.4296875,17118.896484375,17054.296875,17398.828125,17743.359375,18152.490234375,0.0,0.0,0.0,0.0,-513.219970703125,-55.87002944946289,-43.37574768066406,-8.439556121826172,-14.144091606140137,4.23496675491333,-4.158133029937744,-0.5939900875091553,-0.9203709363937378,-1.6489999294281006,2.3704724311828613,0.2344033420085907,hihat
3852.0,8841.564920533961,8090.344027670142,7747.108502563829,8056.843912992718,9513.53300240848,9818.421657835828,9804.953783783105,9738.339074554493,9722.735742237162,9590.847982790452,9705.623651407159,9755.913972401437,9665.724552656982,9740.695332372186,9657.217283724232,9677.263543198456,9851.024857251257,9836.891391106812,12467.724609375,11864.794921875,11347.998046875,11800.1953125,13415.185546875,13587.451171875,13608.984375,13544.384765625,13587.451171875,13479.78515625,13522.8515625,13544.384765625,13501.318359375,13544.384765625,13242.919921875,13372.119140625,13544.384765625,13522.8515625,-367.8559875488281,-53.35169982910156,-46.53450393676758,-6.557722091674805,-59.45001983642578,15.98892879486084,-41.338260650634766,8.629535675048828,-11.920734405517578,0.5945013165473938,-0.6587874889373779,10.39065170288086,hihat
1198.0,8643.164990294747,8913.888179445403,9583.586959717086,9674.1043025833,9539.377232594077,9179.545909723014,8504.154313126674,6661.644368956722,6776.970022320351,7892.679555586569,9343.10118963126,10134.390495533993,11231.915480470214,0.0,0.0,0.0,0.0,0.0,12381.591796875,12898.388671875,13458.251953125,13565.91796875,13522.8515625,13415.185546875,13178.3203125,13544.384765625,16817.431640625,17334.228515625,18281.689453125,18647.75390625,18970.751953125,0.0,0.0,0.0,0.0,0.0,-612.316650390625,-14.189413070678711,-14.118760108947754,-4.061576843261719,-25.71465301513672,9.199337005615234,-10.312034606933594,8.767433166503906,-1.8250329494476318,0.5881524682044983,-2.7329094409942627,3.092417001724243,hihat
3230.0,9170.44848512848,9216.893419455415,9190.38286291649,9098.885701558784,9063.450424631406,9024.506297846287,9064.559656204734,9094.348489444877,9132.213609287679,9133.528491739804,9053.109541880009,8921.669504020225,8905.837859423802,8975.4166424621,8993.595543642896,9138.840390327841,9612.818413916952,10353.530142852607,12876.85546875,13006.0546875,13006.0546875,12898.388671875,12876.85546875,12683.056640625,12833.7890625,13049.12109375,12876.85546875,12747.65625,12618.45703125,12575.390625,12596.923828125,12639.990234375,12919.921875,13307.51953125,14319.580078125,17334.228515625,-365.7822570800781,-69.9815902709961,-48.9925537109375,8.448840141296387,-66.59593963623047,14.221473693847656,-28.74587059020996,-0.21536080539226532,-7.660958290100098,4.867093563079834,-7.067197322845459,12.608708381652832,hihat
360.0,9322.820543867052,9384.132507155475,9517.105082523758,8587.942316737626,3728.234139501853,5092.67860552497,6803.872915313664,8622.960800218487,9775.135749562654,10406.306513199335,10911.533247294003,11004.03931868032,0.0,0.0,0.0,0.0,0.0,0.0,13027.587890625,13156.787109375,13242.919921875,12876.85546875,12316.9921875,14341.11328125,16322.16796875,17700.29296875,18217.08984375,18453.955078125,19013.818359375,18453.955078125,0.0,0.0,0.0,0.0,0.0,0.0,-687.8138427734375,-10.035529136657715,-3.4699881076812744,6.198581695556641,-10.718477249145508,5.845262050628662,-6.48565673828125,2.178274631500244,0.42318010330200195,2.211697578430176,-0.9210582375526428,2.774357557296753,hihat
3348.0,8764.25930966001,9067.184856271379,9213.01363861288,9251.834211068372,9446.047064005877,9270.206433994332,8859.223961615091,8594.872557973362,8410.4467996935,8207.567389248994,8255.903847298843,8252.737068843508,8068.139974899477,7697.7650471363995,7358.161322299347,7222.94981863865,7209.001648029304,7244.421164497129,14190.380859375,14362.646484375,14276.513671875,14039.6484375,14104.248046875,13845.849609375,13738.18359375,13652.05078125,13716.650390625,13350.5859375,13264.453125,13264.453125,13092.1875,12790.72265625,12424.658203125,12037.060546875,11950.927734375,11950.927734375,-234.57208251953125,-46.52419662475586,-101.42853546142578,-17.48004722595215,-71.00372314453125,10.919666290283203,-49.26647186279297,9.299973487854004,-24.512996673583984,20.63971710205078,-13.536905288696289,26.005569458007812,hihat
2066.0,5347.377090819226,5566.953783634346,5706.167631084515,5938.6817291493835,5943.598903482978,5801.370209706618,5705.026809077915,5742.048626857551,5820.738797998791,5701.086075087795,5574.475490551638,5530.350597593663,5474.939006022997,5415.294342680041,5296.960174778429,5302.713338903732,5303.024324265531,5242.728882468275,8397.94921875,8785.546875,9000.87890625,9625.341796875,9087.01171875,8656.34765625,8871.6796875,8936.279296875,9065.478515625,8656.34765625,8441.015625,8397.94921875,8505.615234375,8505.615234375,8225.68359375,8290.283203125,8311.81640625,8290.283203125,-203.77745056152344,41.354026794433594,-89.74576568603516,36.16472625732422,-49.388118743896484,0.7768990993499756,-15.188258171081543,4.39525032043457,-21.641368865966797,3.5379443168640137,-26.450191497802734,-4.205374240875244,hihat
2311.0,6184.035067355773,6268.0593304286895,6329.85033750462,6356.063225138834,6553.377260936088,6588.480643118859,6607.803027823718,6618.654153786065,6715.060338806998,6590.862603540163,6449.960387576206,6461.245560753725,6435.563554437582,6514.45031956413,6353.5381337694935,6143.612075484422,6003.015520666688,5928.442215771453,11347.998046875,11520.263671875,11326.46484375,11068.06640625,11283.3984375,11326.46484375,11541.796875,11304.931640625,11391.064453125,11434.130859375,10960.400390625,10960.400390625,11025.0,10960.400390625,10852.734375,10529.736328125,10357.470703125,9453.076171875,-125.52587890625,8.358489990234375,-78.64704895019531,24.35502815246582,-44.237510681152344,-6.625089645385742,-19.081769943237305,-2.7734384536743164,-27.2908935546875,3.939490795135498,-27.64550018310547,-1.3974813222885132,hihat
456.0,10821.911214166968,10905.264528514304,10572.61450623152,7748.412688236995,6465.160757294341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17334.228515625,17377.294921875,16860.498046875,13264.453125,10917.333984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-746.811279296875,-28.001022338867188,-8.337285995483398,9.003838539123535,-1.6137374639511108,-0.4953857958316803,1.1704028844833374,0.42359688878059387,0.4814683198928833,0.5598007440567017,-0.07250329107046127,1.2309616804122925,hihat
2058.0,5506.445487214159,5597.511227279396,5560.691858574331,5605.492766764172,5788.090082432719,5706.938225375192,5678.78816376498,5489.205593122698,5559.582741651132,5545.1041746329165,5579.303223606043,5539.193091869956,5670.611614933584,5541.883458920829,5400.674089948239,5347.107922852114,5345.485147970312,5456.83743124703,8634.814453125,8742.48046875,8742.48046875,8807.080078125,9043.9453125,8979.345703125,9000.87890625,8828.61328125,8634.814453125,8656.34765625,8720.947265625,8742.48046875,8720.947265625,8484.08203125,8570.21484375,8591.748046875,8354.8828125,8505.615234375,-131.9158172607422,35.763877868652344,-100.54370880126953,35.64933776855469,-57.21515655517578,-3.4603750705718994,-30.150543212890625,-0.8445922136306763,-32.08440017700195,5.216940402984619,-31.30708122253418,-4.427994728088379,hihat
2054.0,5009.142643115042,5407.236803837831,5778.695950707719,5857.652386551624,5894.325280329969,5936.870268522996,5934.617934374176,6021.489243955101,5934.008610900342,5726.318951825919,5654.823312102528,5712.421881452227,5606.045972509739,5543.157058111752,5697.528705711324,5825.503255929608,5807.781893935428,5744.219768794985,7558.154296875,7967.28515625,8397.94921875,8591.748046875,8505.615234375,8699.4140625,8850.146484375,9065.478515625,9108.544921875,8764.013671875,8591.748046875,8785.546875,8484.08203125,8290.283203125,8527.1484375,8828.61328125,8785.546875,8677.880859375,-270.2257080078125,18.842586517333984,-97.64295196533203,35.26643371582031,-50.679500579833984,-9.916919708251953,-14.63294506072998,-2.3246142864227295,-30.49482536315918,2.564772844314575,-21.17957878112793,-5.448230743408203,hihat
2057.0,5863.3287661006225,5818.78981301312,5860.094553724071,6060.529331276095,6104.165475984613,6171.201668658681,6246.067029193979,6251.795963727759,6383.588737206058,6308.5564126528125,6134.202777725029,6096.025472495972,6150.188536179529,6071.923150693884,6040.600872716341,5983.830369378886,5861.926688333649,5690.554472434043,10938.8671875,10551.26953125,10680.46875,11068.06640625,10895.80078125,11025.0,11068.06640625,11025.0,11046.533203125,11046.533203125,10766.6015625,10702.001953125,10400.537109375,10206.73828125,10077.5390625,10120.60546875,9065.478515625,8850.146484375,-106.053955078125,11.452983856201172,-88.20572662353516,24.348770141601562,-49.63533020019531,-9.59542465209961,-23.988731384277344,-1.3601073026657104,-32.07814025878906,2.7621781826019287,-29.14371681213379,-5.8793158531188965,hihat
929.0,7182.047825437392,7309.190274061972,7682.855798755369,7988.361054015859,7769.55850722157,7160.7984963318195,7329.988355992021,8457.503600822358,9019.652702693804,9027.226433854927,8849.543394867222,8172.491255586407,8105.6903071321485,6378.881403777938,0.0,0.0,0.0,0.0,10551.26953125,10658.935546875,11434.130859375,11993.994140625,12101.66015625,12381.591796875,14427.24609375,17011.23046875,17980.224609375,17764.892578125,17829.4921875,17915.625,18044.82421875,15826.904296875,0.0,0.0,0.0,0.0,-587.0187259131923,-23.577039101790238,-16.938230377633463,29.251402848755863,8.468243780464045,13.958081386746455,5.852675275960369,8.583484127788644,9.81391902601896,6.355906550913158,6.748941281407035,8.626215132394897,hihat
2376.0,6235.865671408995,6315.001371645369,6532.851439740198,6640.398116261594,6607.48568131279,6650.092247491096,6558.194448656324,6339.137365230622,6096.83020812597,5996.362657259522,5927.42150534207,5793.2503127732225,5630.038608343785,5199.706881253616,4777.412570771041,4795.716690973526,4939.678177505078,5349.569373894269,9237.744140625,9689.94140625,10012.939453125,9991.40625,9905.2734375,9991.40625,9969.873046875,9776.07421875,9754.541015625,9259.27734375,9022.412109375,9087.01171875,8720.947265625,8419.482421875,8204.150390625,8053.41796875,8074.951171875,8311.81640625,-157.0068817138672,55.31715393066406,-84.19656372070312,71.42009735107422,-35.67218017578125,34.3943977355957,-19.217609405517578,1.8297266960144043,6.015709400177002,-6.521643161773682,5.693098545074463,-11.551237106323242,hihat
2901.0,10831.097613280934,11052.338012395518,11020.42339342187,10613.397803998552,10453.228993185494,10156.72229334013,9613.945052621648,9002.726903642431,8896.54340168871,8844.799234689326,8409.944338380625,8066.040901241493,7869.02445956775,7596.01818463215,7745.336934276573,7664.148023991991,7647.733693059463,7562.645055914699,17807.958984375,17807.958984375,17484.9609375,17205.029296875,17161.962890625,17312.6953125,17205.029296875,16666.69921875,16623.6328125,16559.033203125,15977.63671875,15267.041015625,15331.640625,14319.580078125,14061.181640625,14168.84765625,14900.9765625,15288.57421875,-200.8341827392578,-7.5669074058532715,-9.54034423828125,30.89185905456543,-1.1696650981903076,5.031793594360352,2.5401411056518555,-8.650251388549805,-5.814738750457764,-13.975601196289062,-13.894845962524414,-17.37088966369629,hihat
1112.0,8136.77158453396,8156.621381039822,8130.17964488902,7980.713746595582,7069.051460759255,6453.946680268815,5881.956403471529,5537.324539700696,4731.020887846414,4431.992353471282,4528.719794061417,4157.9053976406185,3801.9659864805217,3870.425174833086,4121.511494056986,4847.426648228755,4903.161689162282,4507.691873853653,13070.654296875,13264.453125,13329.052734375,13242.919921875,12187.79296875,11498.73046875,11283.3984375,11649.462890625,11369.53125,10895.80078125,11541.796875,10615.869140625,9733.0078125,9862.20703125,11068.06640625,12446.19140625,11929.39453125,11391.064453125,-227.197998046875,59.72054672241211,-7.556410789489746,55.6859130859375,-1.568997859954834,30.15469741821289,-3.0799200534820557,23.14244270324707,-8.874197006225586,23.873485565185547,-0.0033214357681572437,17.288448333740234,hihat
1002.0,7363.012316996206,7352.858024725432,7557.739072429869,7761.807051193126,7807.138908766454,7704.6861865552455,7558.116572581035,7424.734870110742,7583.394231716953,10628.053231508131,11089.124366536656,11134.135155615833,0.0,0.0,0.0,0.0,0.0,0.0,11197.265625,11089.599609375,11369.53125,11584.86328125,11563.330078125,11132.666015625,11068.06640625,10895.80078125,11304.931640625,18841.552734375,18884.619140625,19164.55078125,0.0,0.0,0.0,0.0,0.0,0.0,-484.7840576171875,-23.09613800048828,-33.46559524536133,14.229324340820312,-26.238391876220703,-3.5462164878845215,-6.714668273925781,-3.6322267055511475,-10.116985321044922,-1.4081059694290161,-2.76265287399292,1.1536656618118286,hihat
